	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_step	lr-Adam	val_loss	trainer/global_step	epoch	_runtime	_timestamp	train_loss	max_val_accuracy	name
84	transformer	0.8571948746295908	0.9880380809400626		0.6292690945838542	0.0005323327380913358	0.3543148402000241	3	1	adam	reduceonplateau	2	1760	1	576	42	True	1.1891374520709193e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695992358/version_1	6	384	8	8	0.19553241173610292	True	128	128	68	42	3518800	3	TransformerEncoder	26		min	0.0005323327380913358	1	0.3333333333333333	0	5	loss	0.6292690945838542	4	3	1800	1.1891374520709193e-05	1.258150339126587	36799	799	7553.205703258514	1695999924.3826182	1.2043758630752563	0.9810000061988832	swept-sweep-132
85	transformer	0.9773505569046694	0.9880200060921548		0.8213592667801906	0.0003678797884123824	0.1145940643090535	3	1	adam	reduceonplateau	2	1600	1	320	42	True	6.346993474382902e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695992358/version_0	4	208	8	8	0.11532850735712392	True	128	128	68	42	1321200	1	TransformerEncoder	26		min	0.0003678797884123824	1	0.3333333333333333	0	5	loss	0.8213592667801906	4	1	1800	6.346993474382902e-06	0.8260087966918945	39999	799	5329.009136915207	1695997695.479442	0.7814010977745056	0.9789999723434448	copper-sweep-131
86	transformer	0.954998113863933	0.9944702513729382		0.5508791485635749	5.3975047788476434e-05	0.4555422390622955	3	1	adam	reduceonplateau	2	1728	1	1984	42	True	1.2310097650873326e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695990739/version_0	6	304	6	2	0.18051073940380943	True	128	128	68	42	356200	3	TransformerEncoder	26		min	5.3975047788476434e-05	1	0.3333333333333333	0	5	loss	0.5508791485635749	4	3	1800	1.2310097650873326e-05	1.243273138999939	37599	799	6495.7035348415375	1695997242.447805	1.1484400033950806	0.9670000076293944	pretty-sweep-130
87	transformer	0.9275473332179748	0.9923386033201104		0.29567514988929877	0.0008290803124475046	0.0014582280070653542	3	1	adam	None	2	1184	1	640	42	True	3.936326816143069e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695990740/version_0	2	32	6	8	0.030689949455643895	True	128	128	68	42	2381700	1	TransformerEncoder	26		min	0.0008290803124475046	1	0.3333333333333333	0	5	loss	0.29567514988929877	4	1	1800	3.936326816143069e-06	0.5412247180938721	54399	799	3712.267257928848	1695994458.996928	0.3670385181903839	0.8029999732971191	valiant-sweep-129
88	transformer	0.8483433903750056	0.9841595764681744		0.743151393789522	0.0009036859734573976	0.4864551868357597	3	1	adam	reduceonplateau	2	1968	1	1344	42	True	0.0003685160510421976	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695990497/version_0	6	160	6	8	0.18291724852722951	True	128	128	68	42	291400	4	TransformerEncoder	26		min	0.0009036859734573976	1	0.3333333333333333	0	5	loss	0.743151393789522	4	4	1764	0.0003685160510421976	1.177828311920166	32143	783	4851.372174978256	1695995359.174703	1.1398600339889526	0.99099999666214	warm-sweep-128
89	transformer	0.8763190344820538	0.98131301803434		0.2992267155963402	0.0005489015545581077	0.13567112250084584	3	1	adam	reduceonplateau	2	928	1	1280	42	True	6.5030578807715286e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695990457/version_0	2	384	4	4	0.11041486607490394	True	128	128	68	42	452100	3	TransformerEncoder	26		min	0.0005489015545581077	1	0.3333333333333333	0	5	loss	0.2992267155963402	4	3	1800	6.5030578807715286e-06	0.782774806022644	35199	799	4798.963907003403	1695995268.963073	0.7485873103141785	0.9819999933242798	rose-sweep-127
90	transformer	0.8075411887714447	0.988555849950147		0.3067060080214271	0.0008671285237764721	0.0033892953762793554	3	1	adam	reduceonplateau	2	1168	1	320	42	True	8.906147291516252e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695990416/version_0	8	192	8	4	0.03870905144597541	True	128	128	68	42	3050700	4	TransformerEncoder	26		min	0.0008671285237764721	1	0.3333333333333333	0	5	loss	0.3067060080214271	4	4	1296	8.906147291516252e-05	0.3546273112297058	39743	575	3595.8034751415253	1695994020.729715	0.3023170530796051	0.9829999804496764	twilight-sweep-126
91	transformer	0.8622676349095	0.9839387334579792		0.37125270536949095	0.0009479706990753332	0.10512266461191216	3	1	adam	None	2	1424	1	448	42	True	1.5032963090650925e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695989932/version_0	8	400	4	4	0.15092978995862363	True	128	128	68	42	3560500	3	TransformerEncoder	26		min	0.0009479706990753332	1	0.3333333333333333	0	5	loss	0.37125270536949095	4	3	1800	1.5032963090650925e-06	1.0246247053146362	45599	799	6100.738904953003	1695996041.810788	0.9843162298202516	0.968999981880188	splendid-sweep-125
92	transformer	0.8293553152204239	0.9815826821810976		0.489837008407909	0.000582091124290963	0.4290764436994346	3	1	adam	reduceonplateau	2	512	1	1088	42	True	1.9171862362229016e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695989373/version_0	6	112	6	8	0.18713645484722377	True	128	128	68	42	811500	3	TransformerEncoder	26		min	0.000582091124290963	1	0.3333333333333333	0	5	loss	0.489837008407909	4	3	1800	1.9171862362229016e-05	1.285074234008789	31999	799	2930.7573244571686	1695992311.4632936	1.240608811378479	0.9340000152587892	classic-sweep-124
93	transformer	0.8111034588987768	0.9989367440852978		0.48265383592530664	0.0005951375700057305	0.0974035651124488	3	1	adam	reduceonplateau	2	1824	1	64	42	True	1.2851126018096196e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695989293/version_0	4	464	4	8	0.13772931767782942	True	128	128	68	42	1228500	4	TransformerEncoder	26		min	0.0005951375700057305	1	0.3333333333333333	0	5	loss	0.48265383592530664	4	4	1476	1.2851126018096196e-05	0.9233518838882446	28863	655	3582.0103101730347	1695992885.038134	0.8958035111427307	0.9819999933242798	deft-sweep-123
94	transformer	0.8367249255707987	0.9854212020768652		0.3257898485051548	5.724361422233127e-05	0.06414189938955184	3	1	adam	warmupinvsqrt	2	1568	1	1856	42	True	2.0096555426842064e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695989180/version_0	4	224	8	8	0.006877194296543033	True	128	128	68	42	3395600	4	TransformerEncoder	26		min	5.724361422233127e-05	1	0.3333333333333333	15158	5	loss	0.3257898485051548	4	4	1800	1.3048570310262628e-06	0.14711295068264008	35999	799	4904.280179977417	1695994092.468012	0.09049157798290253	0.9679999947547911	vivid-sweep-122
95	transformer	0.8889863566525139	0.995384238386916		0.8269069719499619	0.00013426974270992496	0.4854258017879546	3	1	adam	None	2	16	1	1344	42	True	6.863533423284508e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695989139/version_0	2	144	6	8	0.14422315159327215	True	128	128	68	42	1574300	2	TransformerEncoder	26		min	0.00013426974270992496	1	0.3333333333333333	0	5	loss	0.8269069719499619	4	2	819	6.863533423284508e-05	1.1600122451782229	227499	363	10789.716762781143	1695999935.2159927	0.9652224779129028	0.9559999704360962	restful-sweep-121
96	transformer	0.8996165434714989	0.9882091390190262		0.5854485972926827	0.0007564383046533647	0.10760872557138768	3	1	adam	None	2	944	1	1472	42	True	0.0002630740026499539	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695988896/version_0	6	256	4	8	0.1476432915678678	True	128	128	68	42	952600	4	TransformerEncoder	26		min	0.0007564383046533647	1	0.3333333333333333	0	5	loss	0.5854485972926827	4	4	927	0.0002630740026499539	0.9667843580245972	17715	411	1801.476410150528	1695990705.708249	0.9483128190040588	0.9850000143051147	quiet-sweep-120
97	transformer	0.9462451085404098	0.9857945908861993		0.8640040472743248	0.0009148162971958412	0.4211008758454614	3	1	adam	warmupinvsqrt	2	256	1	960	42	True	1.410826993500633e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695988440/version_0	8	64	4	4	0.13212132289771347	True	128	128	68	42	944700	2	TransformerEncoder	26		min	0.0009148162971958412	1	0.3333333333333333	3690	5	loss	0.8640040472743248	4	2	459	9.5106221744771e-07	3.250288486480713	8159	203	888.7292001247406	1695989336.410232	2.9836227893829346	0.0	crisp-sweep-119
98	transformer	0.8688038259497599	0.9956953268868076		0.816432464812829	0.00047664119063426497	0.3122901076822337	3	1	adam	reduceonplateau	2	1568	1	896	42	True	3.3934552837933377e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695987955/version_0	2	288	2	2	0.06681921604026642	True	128	128	68	42	3004700	1	TransformerEncoder	26		min	0.00047664119063426497	1	0.3333333333333333	0	5	loss	0.816432464812829	4	1	1800	3.3934552837933377e-06	0.7195987701416016	35999	799	2728.4283471107483	1695990690.730499	0.6684609651565552	0.8679999709129333	royal-sweep-118
99	transformer	0.800405621613724	0.9843528634381532		0.4095569639550959	0.0006204566552123458	0.3404091803009631	3	1	adam	warmupinvsqrt	2	1008	1	384	42	True	1.070360109044624e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695987833/version_0	6	448	8	2	0.18107573543917577	True	128	128	68	42	4345600	4	TransformerEncoder	26		min	0.0006204566552123458	1	0.3333333333333333	17244	5	loss	0.4095569639550959	4	4	1800	7.862226242920278e-06	1.1984333992004397	31999	799	6615.670387029648	1695994460.720153	1.145355463027954	0.972000002861023	clear-sweep-117
100	transformer	0.9012678558070274	0.9871910753299096		0.43487012761811794	0.0006695282158910558	0.23091717011202065	3	1	adam	None	2	1904	1	960	42	True	1.599090325051593e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695987113/version_0	4	352	2	8	0.1284371705956462	True	128	128	68	42	4468600	4	TransformerEncoder	26		min	0.0006695282158910558	1	0.3333333333333333	0	5	loss	0.43487012761811794	4	4	1647	1.599090325051593e-05	0.8886637091636658	31475	731	3265.1919655799866	1695990385.6715257	0.8499032258987427	0.9800000190734864	autumn-sweep-116
101	transformer	0.8950185022809101	0.9851528194673754		0.6173328605198196	0.0002118601878956185	0.4779458827569332	3	1	adam	warmupinvsqrt	2	768	1	1536	42	True	2.1874244085783906e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695987074/version_0	6	128	2	4	0.17998960400029046	True	128	128	68	42	3707600	1	TransformerEncoder	26		min	0.0002118601878956185	1	0.3333333333333333	14482	5	loss	0.6173328605198196	4	1	459	1.226480195943691e-06	3.3254072666168213	8159	203	838.4188015460968	1695987921.4512005	2.966179847717285	0.0	avid-sweep-115
102	transformer	0.8011085036943683	0.989383974735669		0.42951143776673273	0.0003038108490011525	0.017735434822722773	3	1	adam	None	2	1280	1	960	42	True	1.9613039180538537e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695986050/version_0	4	496	6	2	0.011110891477429986	True	128	128	68	42	702800	4	TransformerEncoder	26		min	0.0003038108490011525	1	0.3333333333333333	0	5	loss	0.42951143776673273	4	4	1296	1.9613039180538537e-05	0.13789531588554382	23039	575	4369.458402872086	1695990429.5148418	0.10048957914113998	0.984000027179718	morning-sweep-114
103	transformer	0.8592627166398027	0.9965874388337816		0.4261701513619157	0.000428735979362798	0.2180006067348444	3	1	adam	None	2	1568	1	1664	42	True	3.6829771268254048e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695986050/version_0	6	384	2	2	0.1064075509311658	True	128	128	68	42	3017800	3	TransformerEncoder	26		min	0.000428735979362798	1	0.3333333333333333	0	5	loss	0.4261701513619157	4	3	1800	3.6829771268254048e-06	0.7815570831298828	35999	799	6415.690332651138	1695992474.7517416	0.7412840127944946	0.9729999899864196	vague-sweep-113
104	transformer	0.9336061759969974	0.9857385951427294		0.7470084946641325	0.0002716768936158764	0.021413651577625537	3	1	adam	warmupinvsqrt	2	1312	1	1088	42	True	1.9846530857158412e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695986009/version_0	6	208	6	8	0.01979654281878378	True	128	128	68	42	86300	4	TransformerEncoder	26		min	0.0002716768936158764	1	0.3333333333333333	526	5	loss	0.7470084946641325	4	4	1233	2.4918327827021273e-06	0.20557452738285065	33427	547	3135.0489823818207	1695989153.5614333	0.16932854056358335	0.9829999804496764	bright-sweep-112
105	transformer	0.9449592360580226	0.9806677408080392		0.4982062737355545	0.0005041448058081012	0.32001645459844197	3	1	adam	warmupinvsqrt	2	144	1	896	42	True	0.00035042071189689207	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695986009/version_0	2	384	8	2	0.15834147326904946	True	128	128	68	42	2432700	3	TransformerEncoder	26		min	0.0005041448058081012	1	0.3333333333333333	16893	5	loss	0.4982062737355545	4	3	1800	0.00019258424217037304	1.1181271076202393	55999	799	6317.127246379852	1695992335.6374917	1.014625072479248	0.9850000143051147	splendid-sweep-111
106	transformer	0.8458214323167763	0.9837017429550314		0.5174368997980968	0.0009317517902128384	0.2321545468092761	3	1	adam	None	2	688	1	1664	42	True	0.00029281435950654944	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695985508/version_0	6	64	8	2	0.08519604697288159	True	128	128	68	42	2300300	2	TransformerEncoder	26		min	0.0009317517902128384	1	0.3333333333333333	0	5	loss	0.5174368997980968	4	2	1323	0.00029281435950654944	0.6276419758796692	34691	587	3587.7989621162415	1695989102.302277	0.6000767350196838	0.9869999885559082	zesty-sweep-110
107	transformer	0.901168147024181	0.99336844201307		0.2154088529747975	0.0003756264998891838	0.23237015505579783	3	1	adam	reduceonplateau	2	1456	1	1472	42	True	1.979598079572814e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695984832/version_0	6	240	4	4	0.15022965733381052	True	128	128	68	42	1651100	2	TransformerEncoder	26		min	0.0003756264998891838	1	0.3333333333333333	0	5	loss	0.2154088529747975	4	2	1800	1.979598079572814e-06	1.1300652027130127	39199	799	5043.943927049637	1695989883.3107371	1.0451873540878296	0.902999997138977	royal-sweep-109
108	transformer	0.8520888602673076	0.9865924058701594		0.4620578223080654	0.00024107144478028775	0.4654303678410363	3	1	adam	None	2	1616	1	1408	42	True	5.0426832686938574e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695984230/version_0	4	304	8	8	0.05022980054003267	True	128	128	68	42	4324700	3	TransformerEncoder	26		min	0.00024107144478028775	1	0.3333333333333333	0	5	loss	0.4620578223080654	4	3	1800	5.0426832686938574e-05	0.4499334990978241	39999	799	6214.001097202301	1695990454.519128	0.38333258032798767	0.9879999756813048	soft-sweep-108
109	transformer	0.8918168470471264	0.9949964354263378		0.1429377036615625	0.000707227528293921	0.08595296159473043	3	1	adam	warmupinvsqrt	2	1760	1	448	42	True	0.0006805833798745066	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695983966/version_0	6	112	8	4	0.19701298529580968	True	128	128	68	42	2173900	4	TransformerEncoder	26		min	0.000707227528293921	1	0.3333333333333333	9881	5	loss	0.1429377036615625	4	4	1368	0.00040486340891298674	1.22247576713562	27967	607	3076.98902964592	1695987053.5198157	1.2045258283615112	0.9869999885559082	clear-sweep-107
110	transformer	0.9129963309452372	0.980929723060263		0.8318044048658559	0.00017331141631119707	0.3809439366714269	3	1	adam	warmupinvsqrt	2	1568	1	448	42	True	0.00013102199838762048	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695983326/version_0	6	336	8	8	0.014703429077285193	True	128	128	68	42	523100	1	TransformerEncoder	26		min	0.00017331141631119707	1	0.3333333333333333	2335	5	loss	0.8318044048658559	4	1	1377	3.818218693701668e-05	0.17292451858520508	27539	611	3725.40932059288	1695987061.2611146	0.13043054938316345	0.9879999756813048	volcanic-sweep-106
111	transformer	0.9061223966482256	0.9894737145806238		0.18676830331704972	0.0009653489393073016	0.2475294873621137	3	1	adam	warmupinvsqrt	2	304	1	320	42	True	2.225913662200717e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695983283/version_0	8	112	6	4	0.12842497192784533	True	128	128	68	42	2173400	5	TransformerEncoder	26		min	0.0009653489393073016	1	0.3333333333333333	14298	5	loss	0.18676830331704972	4	5	1800	1.1590458172618491e-05	0.9049559831619264	52799	799	5563.809940576553	1695988857.2761605	0.8706156015396118	0.9729999899864196	wobbly-sweep-105
112	transformer	0.940788828545292	0.9802687188627828		0.2790267402252754	0.00013867814378937962	0.20258665588906555	3	1	adam	reduceonplateau	2	1920	1	1856	42	True	1.1146978326107038e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695983196/version_0	4	336	2	4	0.1228426115002778	True	128	128	68	42	1785300	2	TransformerEncoder	26		min	0.00013867814378937962	1	0.3333333333333333	0	5	loss	0.2790267402252754	4	2	1800	1.1146978326107038e-06	1.0113587379455566	33599	799	4577.631711006165	1695987781.25255	0.92532479763031	0.8539999723434448	expert-sweep-104
113	transformer	0.9154298876954214	0.9801491257497192		0.12916347614370727	0.0006148104979941307	0.1881011814239978	3	1	adam	None	2	160	1	256	42	True	2.808024022135361e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695982360/version_0	6	448	6	2	0.015452010882881484	True	128	128	68	42	3791200	4	TransformerEncoder	26		min	0.0006148104979941307	1	0.3333333333333333	0	5	loss	0.12916347614370727	4	4	1800	2.808024022135361e-06	0.21142493188381195	50399	799	6886.42911028862	1695989256.4839232	0.15185651183128357	0.977999985218048	flowing-sweep-103
114	transformer	0.8687110309100283	0.9866070342115494		0.3914041616588654	0.00022652422873227715	0.19069248448289589	3	1	adam	warmupinvsqrt	2	1504	1	576	42	True	0.0008607104438375756	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695982051/version_0	2	80	6	8	0.16259397936500802	True	128	128	68	42	4784500	4	TransformerEncoder	26		min	0.00022652422873227715	1	0.3333333333333333	25449	5	loss	0.3914041616588654	4	4	1800	0.0006610315132145034	1.0501494407653809	43199	799	3963.146849155426	1695986025.2273371	1.031882882118225	0.9890000224113464	silvery-sweep-102
115	transformer	0.981144373839339	0.9836911203946048		0.6333923252336662	0.0003921763450951301	0.4545328020622644	3	1	adam	None	2	96	1	1792	42	True	2.7841129658101325e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695981790/version_0	4	512	2	4	0.06362357127248781	True	128	128	68	42	4263200	4	TransformerEncoder	26		min	0.0003921763450951301	1	0.3333333333333333	0	5	loss	0.6333923252336662	4	4	1800	2.7841129658101325e-06	0.6571414470672607	83999	799	6614.167238235474	1695988412.3466065	0.5442194938659668	0.930999994277954	solar-sweep-101
116	transformer	0.8431393156204102	0.989682063729863		0.4962948205146346	0.00023503624374015495	0.003983137345774712	3	1	adam	None	2	784	1	256	42	True	2.856257931627856e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695981524/version_0	6	208	2	2	0.1861606355415661	True	128	128	68	42	882000	1	TransformerEncoder	26		min	0.00023503624374015495	1	0.3333333333333333	0	5	loss	0.4962948205146346	4	1	1800	2.856257931627856e-06	1.188740611076355	41599	799	3932.400516986847	1695985463.417374	1.1566754579544067	0.975000023841858	playful-sweep-100
117	transformer	0.8874257718542051	0.9850469236115884		0.4620246679013661	0.0009457736644523534	0.12649850952076186	3	1	adam	warmupinvsqrt	2	1792	1	960	42	True	0.00020871843153309064	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695981264/version_0	6	32	8	8	0.07994143706415147	True	128	128	68	42	150300	4	TransformerEncoder	26		min	0.0009457736644523534	1	0.3333333333333333	587	5	loss	0.4620246679013661	4	4	1800	2.828632114641432e-05	0.6359119415283203	31999	799	4735.828118562698	1695986015.8962655	0.5936927795410156	0.9729999899864196	misunderstood-sweep-99
118	transformer	0.8037730996617403	0.9950966493718976		0.5441326574319045	0.0002372637540291263	0.042100739951867416	3	1	adam	None	2	1248	1	576	42	True	0.004319496451665531	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695980371/version_0	6	32	6	8	0.09182290298082948	True	128	128	68	42	1698500	3	TransformerEncoder	26		min	0.0002372637540291263	1	0.3333333333333333	0	5	loss	0.5441326574319045	4	3	1629	0.004319496451665531	0.6564378142356873	35475	723	2916.1372933387756	1695983295.4909225	0.6365326642990112	0.9879999756813048	desert-sweep-98
119	transformer	0.9054095497148612	0.9851509900522956		0.4045911868871699	0.0006597495597807231	0.1325386041602702	3	1	adam	reduceonplateau	2	992	1	1600	42	True	4.4228952012554926e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695980239/version_0	6	384	2	2	0.1566107428876719	True	128	128	68	42	3129100	2	TransformerEncoder	26		min	0.0006597495597807231	1	0.3333333333333333	0	5	loss	0.4045911868871699	4	2	1800	4.4228952012554926e-06	1.0298521518707275	32799	799	5701.120677947998	1695985950.931813	1.0041439533233645	0.9800000190734864	deep-sweep-97
120	transformer	0.8476823052842029	0.9961216257490144		0.6381229108704682	0.00039946368794806296	0.3390198723113342	3	1	adam	reduceonplateau	2	1456	1	704	42	True	1.7266005457426642e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695980152/version_0	4	80	6	4	0.19177214818638863	True	128	128	68	42	2362900	2	TransformerEncoder	26		min	0.00039946368794806296	1	0.3333333333333333	0	5	loss	0.6381229108704682	4	2	1800	1.7266005457426642e-05	1.349628210067749	39199	799	2996.2481417655945	1695983160.97532	1.2849550247192385	0.8880000114440918	hopeful-sweep-96
121	transformer	0.8366096484107295	0.9834089708514048		0.16147230064052254	0.0007667264318142366	0.2931690229286525	3	1	adam	None	2	2000	1	64	42	True	0.0003337868369009167	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695979667/version_1	4	224	4	4	0.09889393047224868	True	128	128	68	42	3655400	3	TransformerEncoder	26		min	0.0007667264318142366	1	0.3333333333333333	0	5	loss	0.16147230064052254	4	3	1476	0.0003337868369009167	0.7221049070358276	26239	655	2083.7855954170227	1695981766.8597803	0.6831641793251038	0.9890000224113464	clean-sweep-95
122	transformer	0.9364442106271932	0.9820642208710336		0.7520287514524121	4.3676460692607936e-05	0.1479649364318774	3	1	adam	None	2	320	1	1920	42	True	2.197663548822344e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695979667/version_0	8	272	8	8	0.1895723177798082	True	128	128	68	42	3330600	1	TransformerEncoder	26		min	4.3676460692607936e-05	1	0.3333333333333333	0	5	loss	0.7520287514524121	4	1	1323	2.197663548822344e-05	1.1875121593475342	37043	587	5136.423759937286	1695984811.2855709	1.167022705078125	0.984000027179718	dutiful-sweep-94
123	transformer	0.8116600906316557	0.9856651419523956		0.7640231917234551	0.0008636343675479903	0.2623425567665741	3	1	adam	warmupinvsqrt	2	16	1	1344	42	True	3.874940072024632e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695979239/version_0	4	240	4	4	0.009490260688459595	True	128	128	68	42	581300	2	TransformerEncoder	26		min	0.0008636343675479903	1	0.3333333333333333	36331	5	loss	0.7640231917234551	4	2	990	1.4100398848881362e-05	0.13549986481666565	274999	439	18272.13796877861	1695997521.6861908	0.0887998417019844	0.9869999885559082	crimson-sweep-93
124	transformer	0.8234765465346333	0.9891822458541218		0.8743531277520827	0.0002147436190551208	0.24944564195048471	3	1	adam	warmupinvsqrt	2	880	1	320	42	True	0.0006986404709681961	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695979193/version_0	6	400	8	8	0.13338276164619495	True	128	128	68	42	4605000	1	TransformerEncoder	26		min	0.0002147436190551208	1	0.3333333333333333	20931	5	loss	0.8743531277520827	4	1	792	0.0005389254715136637	0.924932599067688	16191	351	2306.5369279384613	1695981505.3974109	0.8812078833580017	0.9850000143051147	flowing-sweep-92
125	transformer	0.9527834545960636	0.9837470729186936		0.6676620630786453	6.032635338841188e-05	0.3926540012781708	3	1	adam	warmupinvsqrt	2	1392	1	1984	42	True	0.0004497869604041409	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695979149/version_0	8	448	4	4	0.05174886794248229	True	128	128	68	42	4660200	2	TransformerEncoder	26		min	6.032635338841188e-05	1	0.3333333333333333	20087	5	loss	0.6676620630786453	4	2	1152	0.0004251357359319283	0.4400691986083984	22527	511	4773.297788858414	1695983934.2972147	0.3980744183063507	0.9869999885559082	azure-sweep-91
126	transformer	0.9536286413165376	0.996941896785594		0.8087189240354865	0.0007730689509146365	0.34805962628183645	3	1	adam	warmupinvsqrt	2	624	1	2048	42	True	2.00598879402543e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695979061/version_0	4	208	6	2	0.1817895976842734	True	128	128	68	42	1571700	3	TransformerEncoder	26		min	0.0007730689509146365	1	0.3333333333333333	7556	5	loss	0.8087189240354865	4	3	1800	8.812579493721438e-07	1.5994699001312256	39199	799	6890.34444975853	1695985963.5836327	1.4834179878234863	0.6269999742507935	amber-sweep-90
127	transformer	0.903572501397076	0.995347208082344		0.1549349010196897	0.00015723032845060277	0.4924880690710985	3	1	adam	None	2	1872	1	832	42	True	0.007945312552844093	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-catalan/transformer/1695978315/version_0	4	416	4	4	0.16710993753091652	True	128	128	68	42	4576000	2	TransformerEncoder	26		min	0.00015723032845060277	1	0.3333333333333333	0	5	loss	0.1549349010196897	4	2	459	0.007945312552844093	3.714821577072144	8771	203	1746.164319038391	1695980071.069058	2.8636996746063232	0.0	wandering-sweep-89
