	arch	beta1	beta2	expert	factor	min_lr	dropout	end_idx	pad_idx	optimizer	scheduler	start_idx	batch_size	beam_width	hidden_size	output_size	bidirectional	learning_rate	local_run_dir	decoder_layers	embedding_size	encoder_layers	attention_heads	label_smoothing	teacher_forcing	max_source_length	max_target_length	source_vocab_size	target_vocab_size	num_warmup_samples	reduce_lr_patience	source_encoder_cls	features_vocab_size	features_encoder_cls	reduceonplateau_mode	scheduler_kwargs/min_lr	scheduler_kwargs/end_factor	scheduler_kwargs/start_factor	scheduler_kwargs/warmup_steps	scheduler_kwargs/total_decay_steps	scheduler_kwargs/reduceonplateau_mode	scheduler_kwargs/reduceonplateau_factor	scheduler_kwargs/check_val_every_n_epoch	scheduler_kwargs/reduceonplateau_patience	_step	val_loss	train_loss	epoch	lr-Adam	_runtime	_timestamp	trainer/global_step	max_val_accuracy	name
138	transformer	0.9916785171631186	0.991823339428602		0.7948228126159252	0.00016147010731153914	0.24113115491746717	3	1	adam	None	2	1520	1	1536	59	True	0.0013198061847601548	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694458930/version_0	6	480	6	4	0.045652900184053526	True	128	128	82	59	4574800	5	TransformerEncoder	23		min	0.00016147010731153914	1	0.3333333333333333	0	5	loss	0.7948228126159252	4	5	603	3.695011138916016	2.2107434272766113	267	0.0013198061847601548	3799.880638599396	1694462736.6350486	7235	0.0010000000474974513	polished-sweep-82
139	transformer	0.924574767911096	0.9944048860610788		0.5273652262031615	0.00030914577444747325	0.2926913577222709	3	1	adam	None	2	64	1	832	59	True	5.4070764489627355e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694458535/version_0	4	192	2	2	0.170883599416632	True	128	128	82	59	335800	1	TransformerEncoder	23		min	0.00030914577444747325	1	0.3333333333333333	0	5	loss	0.5273652262031615	4	1	1800	1.3207944631576538	1.2212166786193848	799	5.4070764489627355e-06	5422.0650227069855	1694463964.6454966	125599	0.8970000147819519	swept-sweep-81
140	transformer	0.8126146635214105	0.982712440263837		0.6275236590088862	0.0004120102207481166	0.061348289152767965	3	1	adam	warmupinvsqrt	2	160	1	128	59	True	0.0011596974402541156	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694458177/version_0	2	496	2	2	0.1942345684029199	True	128	128	82	59	2544200	4	TransformerEncoder	23		min	0.0004120102207481166	1	0.3333333333333333	15901	5	loss	0.6275236590088862	4	4	648	1.3765922784805298	1.2979859113693235	287	0.0010875411390866307	967.899312019348	1694459152.667308	18143	0.9300000071525574	divine-sweep-80
141	transformer	0.9977992802758264	0.9983994775668528		0.31732202937635423	0.0006107715493554052	0.11474418655876428	3	1	adam	reduceonplateau	2	768	1	1856	59	True	0.00953407600090118	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694458033/version_0	2	96	6	4	0.06090544940395329	True	128	128	82	59	1513200	2	TransformerEncoder	23		min	0.0006107715493554052	1	0.3333333333333333	0	5	loss	0.31732202937635423	4	2	459	3.640715122222901	1.9764211177825928	203	0.0006107715493554052	483.0056519508362	1694458522.43393	5507	0.0	soft-sweep-79
142	transformer	0.8489072129597465	0.9941656805721242		0.16941103882803824	0.0004915884278107618	0.32289926204748887	3	1	adam	warmupinvsqrt	2	1952	1	1280	59	True	5.1373257376582575e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694457812/version_0	6	176	6	2	0.1504717603060521	True	128	128	82	59	262600	2	TransformerEncoder	23		min	0.0004915884278107618	1	0.3333333333333333	538	5	loss	0.16941103882803824	4	2	1800	1.1239641904830933	1.0836535692214966	799	9.199097127279536e-06	2763.589441537857	1694460581.3154757	16799	0.9169999957084656	vocal-sweep-78
143	transformer	0.909657920200592	0.9807171822777988		0.24144837955339984	0.00018977723297618627	0.19556460944004783	3	1	adam	reduceonplateau	2	272	1	1856	59	True	3.4372716883346e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694457799/version_0	4	288	6	4	0.10320858710629012	True	128	128	82	59	39900	1	TransformerEncoder	23		min	0.00018977723297618627	1	0.3333333333333333	0	5	loss	0.24144837955339984	4	1	1800	0.867666482925415	0.7871530652046204	799	3.4372716883346e-06	4187.477730751038	1694461993.1865308	29599	0.9330000281333924	zany-sweep-77
144	transformer	0.9908942932460396	0.998847203299036		0.39306120463886474	4.106311431047583e-05	0.2733958274261296	3	1	adam	None	2	944	1	1152	59	True	8.506979924666311e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694457679/version_0	6	208	2	8	0.06648563158005052	True	128	128	82	59	2912200	4	TransformerEncoder	23		min	4.106311431047583e-05	1	0.3333333333333333	0	5	loss	0.39306120463886474	4	4	1800	0.7046597003936768	0.5999582409858704	799	8.506979924666311e-06	3205.5571484565735	1694460892.8197155	17599	0.9010000228881836	celestial-sweep-76
145	transformer	0.9255858412786782	0.9865303137402678		0.11643294626375802	0.0006302987619891787	0.1909898104726876	3	1	adam	warmupinvsqrt	2	304	1	128	59	True	0.001529826734281891	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694457467/version_0	2	48	4	4	0.07196547504788378	True	128	128	82	59	924700	1	TransformerEncoder	23		min	0.0006302987619891787	1	0.3333333333333333	3041	5	loss	0.11643294626375802	4	1	1800	0.6224828958511353	0.5794881582260132	799	0.0005195413237588841	1827.059432029724	1694459300.307536	26399	0.962000012397766	iconic-sweep-75
146	transformer	0.8389399283350073	0.9890447107866216		0.1954737040341783	0.0008422080525124033	0.022757021889072693	3	1	adam	None	2	1264	1	768	59	True	0.0013198943496245496	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694457140/version_0	4	176	4	8	0.09204825550465363	True	128	128	82	59	2163000	3	TransformerEncoder	23		min	0.0008422080525124033	1	0.3333333333333333	0	5	loss	0.1954737040341783	4	3	1251	0.7097342014312744	0.6722993850708008	555	0.0013198943496245496	2157.030220746994	1694459303.7271457	17791	0.9800000190734864	apricot-sweep-74
147	transformer	0.8993082192533627	0.9884777080983916		0.7312098700420954	0.0005754958956443354	0.30153518844340027	3	1	adam	reduceonplateau	2	608	1	576	59	True	0.0011209948199421545	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694456719/version_0	4	144	4	4	0.1419724654276366	True	128	128	82	59	700500	2	TransformerEncoder	23		min	0.0005754958956443354	1	0.3333333333333333	0	5	loss	0.7312098700420954	4	2	1170	1.0234577655792236	0.9817844033241272	519	0.0005754958956443354	1295.9859039783478	1694458022.054612	17159	0.9810000061988832	bright-sweep-73
148	transformer	0.9480232309354768	0.9961835499548966		0.8516634562490915	0.0009935230726353815	0.0030286664797103957	3	1	adam	reduceonplateau	2	2032	1	1600	59	True	3.2042966328676942e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694456647/version_0	2	96	2	4	0.03319266565365469	True	128	128	82	59	474700	3	TransformerEncoder	23		min	0.0009935230726353815	1	0.3333333333333333	0	5	loss	0.8516634562490915	4	3	1800	0.521350622177124	0.3374271094799042	799	3.2042966328676942e-06	1507.1940515041351	1694458161.8338284	15999	0.8659999966621399	serene-sweep-72
149	transformer	0.9884895951425946	0.9898796815593583		0.42765113304055136	0.0009764041158816922	0.4545351098383118	3	1	adam	reduceonplateau	2	1648	1	1024	59	True	0.00025521264064989397	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694455703/version_0	4	32	8	2	0.052823320015520175	True	128	128	82	59	4881400	5	TransformerEncoder	23		min	0.0009764041158816922	1	0.3333333333333333	0	5	loss	0.42765113304055136	4	5	1800	1.2175047397613523	0.7822350859642029	799	0.00025521264064989397	1953.5169191360471	1694457664.3244202	19999	0.6589999794960022	zany-sweep-71
150	transformer	0.8129704339917906	0.9989908610719708		0.23774408348509316	0.0006559252363610951	0.18964062798382353	3	1	adam	None	2	1200	1	1856	59	True	0.00017208323706354193	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694455481/version_0	6	432	8	8	0.07387619539346249	True	128	128	82	59	4308200	5	TransformerEncoder	23		min	0.0006559252363610951	1	0.3333333333333333	0	5	loss	0.23774408348509316	4	5	1341	0.6017510890960693	0.557154655456543	595	0.00017208323706354193	4506.462429285049	1694459995.2140512	14899	0.9769999980926514	glowing-sweep-70
151	transformer	0.927052502257116	0.9899362276917048		0.8154958149835781	0.00028049303050916105	0.07538142204217102	3	1	adam	warmupinvsqrt	2	144	1	768	59	True	0.0005313947362206308	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694455170/version_0	8	144	2	2	0.1277585729711284	True	128	128	82	59	3299000	3	TransformerEncoder	23		min	0.00028049303050916105	1	0.3333333333333333	22909	5	loss	0.8154958149835781	4	3	1800	0.9265146255493164	0.8889528512954712	799	0.0003400931656158618	3741.4586651325226	1694458917.659563	55999	0.9800000190734864	polished-sweep-69
152	transformer	0.9131109927796096	0.9843844237756154		0.5566994922620537	0.0005014672099669036	0.009424174397398176	3	1	adam	None	2	1936	1	1472	59	True	0.00013397164575525242	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694455157/version_0	6	448	8	4	0.1458156626723025	True	128	128	82	59	160900	3	TransformerEncoder	23		min	0.0005014672099669036	1	0.3333333333333333	0	5	loss	0.5566994922620537	4	3	1593	1.0225708484649658	0.993740439414978	707	0.00013397164575525242	4918.0270619392395	1694460083.7883508	14867	0.975000023841858	trim-sweep-68
153	transformer	0.987958366884304	0.9893445072952084		0.3133449075295034	0.0005221333493147458	0.00678448630707601	3	1	adam	warmupinvsqrt	2	528	1	1472	59	True	0.0001696610197512416	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694455144/version_0	8	464	4	2	0.054669244311738585	True	128	128	82	59	1937800	4	TransformerEncoder	23		min	0.0005221333493147458	1	0.3333333333333333	7340	5	loss	0.3133449075295034	4	4	1593	0.5040103197097778	0.42814210057258606	707	8.868059488198296e-05	5429.867218017578	1694460581.072321	26903	0.975000023841858	jumping-sweep-67
154	transformer	0.8553712117614043	0.9852592701236574		0.565159587347526	0.0009681540747406416	0.20426565420424583	3	1	adam	reduceonplateau	2	448	1	128	59	True	5.6727164140104626e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694454168/version_0	6	304	2	4	0.04567724829112696	True	128	128	82	59	1950200	2	TransformerEncoder	23		min	0.0009681540747406416	1	0.3333333333333333	0	5	loss	0.565159587347526	4	2	1800	0.4495775103569031	0.3703632652759552	799	5.6727164140104626e-05	2456.6105229854584	1694456631.309374	18399	0.9729999899864196	noble-sweep-66
155	transformer	0.9909199630722612	0.9829419423851206		0.17704810703026663	0.0005527234832449729	0.13213362696456854	3	1	adam	None	2	784	1	1344	59	True	0.001328225524671334	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694454133/version_0	8	96	2	2	0.09009728503362284	True	128	128	82	59	3900700	2	TransformerEncoder	23		min	0.0005527234832449729	1	0.3333333333333333	0	5	loss	0.17704810703026663	4	2	1080	0.701655387878418	0.6643303036689758	479	0.001328225524671334	1327.2737212181091	1694455467.6223962	12479	0.9819999933242798	daily-sweep-65
156	transformer	0.994411482136164	0.9815665879869026		0.44867340913977394	0.0001177188498861883	0.48418824408945615	3	1	adam	reduceonplateau	2	752	1	704	59	True	0.00021931053132856032	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694453765/version_0	2	224	4	8	0.13702851868343807	True	128	128	82	59	2957700	1	TransformerEncoder	23		min	0.0001177188498861883	1	0.3333333333333333	0	5	loss	0.44867340913977394	4	1	1800	1.1516963243484497	0.9848793148994446	799	0.0001177188498861883	1916.2796235084536	1694455689.3717334	21599	0.944000005722046	amber-sweep-64
157	transformer	0.849396315394059	0.9817553475138562		0.23326637772574596	1.114451350951557e-06	0.29789884041431414	3	1	adam	None	2	576	1	1152	59	True	0.0004223675793669149	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694453394/version_0	8	384	6	2	0.027315401932659467	True	128	128	82	59	4325200	2	TransformerEncoder	23		min	1.114451350951557e-06	1	0.3333333333333333	0	5	loss	0.23326637772574596	4	2	1512	0.2995726466178894	0.23979943990707395	671	0.0004223675793669149	4384.297968149185	1694457785.241465	23519	0.9869999885559082	fancy-sweep-63
158	transformer	0.996214581288494	0.997368294149008		0.29386617781142377	0.0002794069482348449	0.09371033045501108	3	1	adam	warmupinvsqrt	2	1744	1	1152	59	True	0.0003553904782707163	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694453219/version_0	2	240	6	4	0.17095331431032065	True	128	128	82	59	1368300	5	TransformerEncoder	23		min	0.0002794069482348449	1	0.3333333333333333	3138	5	loss	0.29386617781142377	4	5	1512	1.18551504611969	1.1366066932678225	671	0.0001602533361467915	1915.805283546448	1694455142.1575484	15455	0.972000002861023	wandering-sweep-62
159	transformer	0.8929530540782322	0.9875447813275166		0.18915329076396648	0.00010076906797298962	0.24033641644786669	3	1	adam	None	2	1232	1	448	59	True	1.5032894540644223e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694453211/version_0	4	464	8	4	0.04055702178816652	True	128	128	82	59	3899400	4	TransformerEncoder	23		min	0.00010076906797298962	1	0.3333333333333333	0	5	loss	0.18915329076396648	4	4	1800	0.7068506479263306	0.460417240858078	799	1.5032894540644223e-06	4573.969114303589	1694457791.8926833	26399	0.8379999995231628	sandy-sweep-61
160	transformer	0.8214852866279233	0.9840315707059938		0.18678192739201488	0.0005489569136408796	0.1883456440331075	3	1	adam	warmupinvsqrt	2	1600	1	256	59	True	7.855896861528767e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694452824/version_0	6	416	2	8	0.058203235086130616	True	128	128	82	59	4760300	3	TransformerEncoder	23		min	0.0005489569136408796	1	0.3333333333333333	11900	5	loss	0.18678192739201488	4	3	1800	0.5458561182022095	0.48519378900527954	799	6.063534595153632e-06	3873.8471109867096	1694456704.898699	19999	0.953000009059906	apricot-sweep-60
161	transformer	0.8697114470145253	0.9809968557641364		0.7123421713170653	0.0008676468082190391	0.2742496219274169	3	1	adam	None	2	1552	1	1152	59	True	0.0004679207914781498	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694452300/version_0	8	256	8	2	0.13284695222629003	True	128	128	82	59	3989700	5	TransformerEncoder	23		min	0.0008676468082190391	1	0.3333333333333333	0	5	loss	0.7123421713170653	4	5	1593	0.9516590237617492	0.9228195548057556	707	0.0004679207914781498	5145.418536186218	1694457452.034768	18407	0.9829999804496764	fearless-sweep-59
162	transformer	0.862078041884303	0.9946993789674808		0.7093988755365974	0.0004449723877943777	0.39008704419696855	3	1	adam	reduceonplateau	2	272	1	1728	59	True	0.0004310970741463835	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694451921/version_0	6	432	2	8	0.06226607696524229	True	128	128	82	59	1021000	3	TransformerEncoder	23		min	0.0004449723877943777	1	0.3333333333333333	0	5	loss	0.7093988755365974	4	3	1332	0.5568202137947083	0.4871472716331482	591	0.0004310970741463835	3203.2991619110107	1694455130.061654	21903	0.9810000061988832	divine-sweep-58
163	transformer	0.9804245745499116	0.995019700500728		0.529608845129199	0.0005107628127913412	0.2930702704275016	3	1	adam	None	2	352	1	1600	59	True	9.016428800492756e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694451907/version_0	6	224	2	4	0.049349926960632035	True	128	128	82	59	3142700	1	TransformerEncoder	23		min	0.0005107628127913412	1	0.3333333333333333	0	5	loss	0.529608845129199	4	1	1800	0.5601536631584167	0.45810580253601074	799	9.016428800492756e-06	3242.4655227661133	1694455156.1357868	23199	0.9200000166893004	cosmic-sweep-57
164	transformer	0.9105548794734748	0.9907233489516666		0.3086137995920198	0.0007305291766540238	0.2411456097002328	3	1	adam	reduceonplateau	2	1632	1	1088	59	True	3.224850582936769e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694451791/version_0	8	496	2	8	0.13864720977968145	True	128	128	82	59	1363900	3	TransformerEncoder	23		min	0.0007305291766540238	1	0.3333333333333333	0	5	loss	0.3086137995920198	4	3	1800	1.0473647117614746	0.9945239424705504	799	3.224850582936769e-06	12358.538816690443	1694464155.9348886	19999	0.9390000104904176	zesty-sweep-56
165	transformer	0.8142935307890793	0.984571337554772		0.8742224631917098	0.00029186797130178647	0.13723130111423176	3	1	adam	warmupinvsqrt	2	752	1	960	59	True	0.003858501711967375	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694451724/version_0	2	288	2	4	0.06824346152209149	True	128	128	82	59	1750800	4	TransformerEncoder	23		min	0.00029186797130178647	1	0.3333333333333333	4656	5	loss	0.8742224631917098	4	4	1665	0.5652816295623779	0.5243396759033203	739	0.0018638934485455168	1469.0691142082214	1694453199.7719133	19979	0.9800000190734864	solar-sweep-55
166	transformer	0.947484741973306	0.9871202795731954		0.2640774967469291	0.00023694443310211664	0.24437043423257204	3	1	adam	reduceonplateau	2	1712	1	960	59	True	0.0003852811466499379	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694451660/version_0	4	144	2	2	0.19237575955226213	True	128	128	82	59	135300	4	TransformerEncoder	23		min	0.00023694443310211664	1	0.3333333333333333	0	5	loss	0.2640774967469291	4	4	1800	1.28947651386261	1.2611716985702517	799	0.00023694443310211664	1716.0195429325104	1694453382.554019	19199	0.9800000190734864	apricot-sweep-54
167	transformer	0.8499050698453519	0.981681707491182		0.11154434584214092	0.00020687289846105876	0.07317989483151821	3	1	adam	None	2	512	1	1472	59	True	2.761655406184655e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694451141/version_0	4	48	6	4	0.13933733968488435	True	128	128	82	59	2302100	2	TransformerEncoder	23		min	0.00020687289846105876	1	0.3333333333333333	0	5	loss	0.11154434584214092	4	2	1800	1.030045509338379	0.992745876312256	799	2.761655406184655e-05	1665.6292197704315	1694452812.5540187	15999	0.949999988079071	deft-sweep-53
168	transformer	0.9703579405666154	0.9809810569678076		0.1473081790193346	0.00024606879288876024	0.026438514744556885	3	1	adam	reduceonplateau	2	1936	1	1024	59	True	2.183927236543132e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694451042/version_0	6	448	4	4	0.14366926116521453	True	128	128	82	59	3813500	2	TransformerEncoder	23		min	0.00024606879288876024	1	0.3333333333333333	0	5	loss	0.1473081790193346	4	2	1170	1.0770858526229858	0.98159521818161	519	2.183927236543132e-05	2694.86497426033	1694453744.5887864	10919	0.9670000076293944	logical-sweep-52
169	transformer	0.8014502563311307	0.9843225399445852		0.22773945633841688	0.0005981808526415637	0.066243029128921	3	1	adam	reduceonplateau	2	1904	1	1152	59	True	0.0007702193759010403	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694450795/version_0	6	400	2	4	0.1528803098141285	True	128	128	82	59	4841300	4	TransformerEncoder	23		min	0.0005981808526415637	1	0.3333333333333333	0	5	loss	0.22773945633841688	4	4	1152	1.0767303705215454	1.0421617031097412	511	0.0005981808526415637	2399.22944355011	1694453201.9805546	11263	0.972000002861023	crisp-sweep-51
170	transformer	0.8973177933377384	0.996351310232511		0.6129349967100933	0.0009104837975899302	0.009493743401897958	3	1	adam	warmupinvsqrt	2	768	1	1344	59	True	8.170951755393851e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694450454/version_0	8	224	8	8	0.1329405533336849	True	128	128	82	59	828300	1	TransformerEncoder	23		min	0.0009104837975899302	1	0.3333333333333333	2157	5	loss	0.6129349967100933	4	1	1800	0.9988354444503784	0.9247929453849792	799	2.5837021527795876e-06	6660.842825174332	1694457122.3078742	21599	0.9520000219345092	deep-sweep-50
171	transformer	0.9930936878274772	0.9960134945338474		0.7060659785213425	0.00010382764170935984	0.45479972728584594	3	1	adam	reduceonplateau	2	544	1	1664	59	True	0.00030056023562625224	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694450358/version_0	2	496	4	2	0.08234933388757004	True	128	128	82	59	2171600	2	TransformerEncoder	23		min	0.00010382764170935984	1	0.3333333333333333	0	5	loss	0.7060659785213425	4	2	819	0.9303661584854126	0.6639829874038696	363	0.00010382764170935984	1542.6062424182892	1694451906.4321177	13467	0.9089999794960022	fresh-sweep-49
172	transformer	0.8925458436813822	0.9910664903274304		0.7056765289552028	0.0006978176144952459	0.14662624501287497	3	1	adam	warmupinvsqrt	2	736	1	1280	59	True	0.0012270588111002356	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694450262/version_0	2	64	2	8	0.038562386693490686	True	128	128	82	59	4144800	2	TransformerEncoder	23		min	0.0006978176144952459	1	0.3333333333333333	11263	5	loss	0.7056765289552028	4	2	1548	0.3537166714668274	0.32487377524375916	687	0.0009389339361490488	1510.0421946048737	1694451778.2567897	19263	0.9769999980926514	fiery-sweep-48
173	transformer	0.875210191281739	0.9865959457584138		0.5195276851243857	0.0009815485022566614	0.25518179302929705	3	1	adam	reduceonplateau	2	560	1	1856	59	True	0.00936835599722434	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694450156/version_0	8	480	4	4	0.08758347645904462	True	128	128	82	59	1563100	4	TransformerEncoder	23		min	0.0009815485022566614	1	0.3333333333333333	0	5	loss	0.5195276851243857	4	4	459	3.3364272117614746	2.523893356323242	203	0.0009815485022566614	3954.946571588516	1694454118.7048616	7343	0.0	earthy-sweep-47
174	transformer	0.8955376827396678	0.9812286704019788		0.7802873482747689	0.0007421655789006042	0.3786439463515745	3	1	adam	reduceonplateau	2	96	1	192	59	True	0.001482629135435878	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694450065/version_0	4	496	2	4	0.14189198281376317	True	128	128	82	59	2505300	5	TransformerEncoder	23		min	0.0007421655789006042	1	0.3333333333333333	0	5	loss	0.7802873482747689	4	5	459	3.4318597316741943	2.4303998947143555	203	0.0007421655789006042	1641.620448589325	1694451712.9868195	21419	0.5329999923706055	hearty-sweep-46
175	transformer	0.933066819447329	0.980307469833672		0.4548650661582877	0.0002672871852413298	0.11927235106793654	3	1	adam	reduceonplateau	2	944	1	1600	59	True	1.65780862110282e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694449886/version_0	2	448	6	2	0.11039218445454482	True	128	128	82	59	2641600	5	TransformerEncoder	23		min	0.0002672871852413298	1	0.3333333333333333	0	5	loss	0.4548650661582877	4	5	1800	0.9526981115341188	0.8515020608901978	799	1.65780862110282e-06	4252.631526231766	1694454146.365008	17599	0.9049999713897704	clear-sweep-45
176	transformer	0.9545297006927408	0.9885352351004468		0.4412105366171323	0.0003967548472178619	0.3582423623744059	3	1	adam	reduceonplateau	2	160	1	1664	59	True	6.487444260515582e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694449595/version_0	4	32	2	8	0.1484269399662805	True	128	128	82	59	550500	5	TransformerEncoder	23		min	0.0003967548472178619	1	0.3333333333333333	0	5	loss	0.4412105366171323	4	5	459	3.1841845512390137	2.696939468383789	203	6.487444260515582e-06	742.4640383720398	1694450346.1029024	12851	0.0	absurd-sweep-44
177	transformer	0.8596689804697809	0.9863286214833774		0.5692606990877546	8.541363849745536e-05	0.4298492520092515	3	1	adam	reduceonplateau	2	784	1	832	59	True	0.00044854347553810665	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694449342/version_0	4	176	6	8	0.01445059137396667	True	128	128	82	59	2435600	5	TransformerEncoder	23		min	8.541363849745536e-05	1	0.3333333333333333	0	5	loss	0.5692606990877546	4	5	1467	0.18915686011314392	0.14556516706943512	651	8.541363849745536e-05	1778.2291810512545	1694451126.926235	16951	0.9800000190734864	good-sweep-43
178	transformer	0.8667563395364123	0.9925111697220612		0.24863289882034537	7.155473246702007e-05	0.08409444931434268	3	1	adam	None	2	480	1	320	59	True	1.8583560866314876e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694449280/version_0	6	80	6	2	0.14657780280704338	True	128	128	82	59	4170700	3	TransformerEncoder	23		min	7.155473246702007e-05	1	0.3333333333333333	0	5	loss	0.24863289882034537	4	3	1800	2.231549024581909	1.6380083560943604	799	1.8583560866314876e-06	2356.579114675522	1694451643.3807447	16799	0.28600001335144043	earthy-sweep-42
179	transformer	0.8370814507221995	0.9943371981391136		0.6669819669176247	0.000914984607219639	0.020331831443039183	3	1	adam	reduceonplateau	2	1264	1	1664	59	True	0.0016875448916009467	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694449267/version_0	6	96	2	2	0.1251135247457621	True	128	128	82	59	1827300	1	TransformerEncoder	23		min	0.000914984607219639	1	0.3333333333333333	0	5	loss	0.6669819669176247	4	1	1269	0.927753746509552	0.8728635907173157	563	0.000914984607219639	1502.2776987552645	1694450776.9409847	18047	0.977999985218048	wobbly-sweep-41
180	transformer	0.8086263248243175	0.9967625116159686		0.3613624062147277	0.0003134512360964795	0.31092402505289457	3	1	adam	reduceonplateau	2	1408	1	1088	59	True	1.770668070325459e-06	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694449150/version_0	4	112	6	2	0.1187416430087594	True	128	128	82	59	2242600	4	TransformerEncoder	23		min	0.0003134512360964795	1	0.3333333333333333	0	5	loss	0.3613624062147277	4	4	459	2.8616905212402344	2.52545166015625	203	1.770668070325459e-06	714.8220856189728	1694449872.1565423	5915	0.0	good-sweep-40
181	transformer	0.863656505249025	0.9930593647532002		0.8359836694037098	0.00017707659617477255	0.16082177968626327	3	1	adam	warmupinvsqrt	2	1600	1	1920	59	True	6.0846698653677114e-05	/rc_scratch/adwi9965/yoyodyne-sweeps/results/sig-2017-inflection-dutch/transformer/1694448883/version_0	8	256	4	8	0.05625248816264794	True	128	128	82	59	4239300	1	TransformerEncoder	23		min	0.00017707659617477255	1	0.3333333333333333	10598	5	loss	0.8359836694037098	4	1	1800	0.4778695106506348	0.4398556649684906	799	4.4320595128045866e-05	11011.465157747269	1694459901.0962255	19999	0.977999985218048	rich-sweep-39
